A_market,A_tier_points_level,A_bld,bookingLeadMonths,A_productName,B_AncillaryCategory
tasman,,348,11.6,car,car
domestic,,269,8.966666667,car,car
tasman,,34,1.133333333,car,car
tasman,,8,0.266666667,car,car
domestic,,103,3.433333333,car,car
tasman,,108,3.6,car,car
domestic,,90,3,car,car
domestic,,94,3.133333333,car,car
domestic,,87,2.9,car,car
tasman,,24,0.8,car,car
domestic,,53,1.766666667,car,car
tasman,,207,6.9,car,car
domestic,,182,6.066666667,car,car
long haul,,4,0.133333333,car,car
domestic,,147,4.9,car,car
domestic,,38,1.266666667,car,car
domestic,,1,0.033333333,car,car
tasman,,98,3.266666667,car,car
domestic,,68,2.266666667,car,car
domestic,,70,2.333333333,car,car
tasman,,82,2.733333333,car,car
long haul,,21,0.7,car,car
tasman,,217,7.233333333,car,car
tasman,,47,1.566666667,car,car
domestic,,37,1.233333333,car,car
domestic,,187,6.233333333,car,car
domestic,,153,5.1,car,car
domestic,,178,5.933333333,car,car
domestic,,67,2.233333333,car,car
tasman,,194,6.466666667,car,car
domestic,,85,2.833333333,car,car
domestic,,50,1.666666667,car,car
domestic,,136,4.533333333,car,car
domestic,,9,0.3,car,car
tasman,,103,3.433333333,car,car
pacific,,126,4.2,car,car
tasman,,26,0.866666667,car,car
long haul,,72,2.4,car,car
domestic,,16,0.533333333,car,car
tasman,,55,1.833333333,car,car
domestic,,31,1.033333333,car,car
tasman,,1,0.033333333,car,car
tasman,,20,0.666666667,car,car
domestic,,99,3.3,car,car
tasman,,173,5.766666667,car,car
domestic,,148,4.933333333,car,car
domestic,,26,0.866666667,car,car
long haul,,108,3.6,car,car
tasman,,152,5.066666667,car,car
domestic,,49,1.633333333,car,car
domestic,,21,0.7,car,car
tasman,,189,6.3,car,car
tasman,,62,2.066666667,car,car
domestic,,0,0,car,car
domestic,,69,2.3,car,car
domestic,,35,1.166666667,car,car
long haul,,215,7.166666667,car,car
domestic,,65,2.166666667,car,car
tasman,,42,1.4,car,car
tasman,,3,0.1,car,car
domestic,,24,0.8,car,car
tasman,,66,2.2,car,car
domestic,,209,6.966666667,car,car
domestic,,174,5.8,car,car
domestic,,10,0.333333333,car,car
domestic,,152,5.066666667,car,car
tasman,,84,2.8,car,car
domestic,,5,0.166666667,car,car
tasman,,144,4.8,car,car
domestic,,51,1.7,car,car
domestic,,110,3.666666667,car,car
tasman,,40,1.333333333,car,car
domestic,,32,1.066666667,car,car
tasman,,12,0.4,car,car
domestic,,189,6.3,car,car
domestic,,17,0.566666667,car,car
domestic,,34,1.133333333,car,car
domestic,,11,0.366666667,car,car
domestic,,223,7.433333333,car,car
tasman,,71,2.366666667,car,car
long haul,,209,6.966666667,car,car
domestic,,86,2.866666667,car,car
domestic,,41,1.366666667,car,car
tasman,,112,3.733333333,car,car
tasman,,48,1.6,car,car
tasman,,142,4.733333333,car,car
tasman,,79,2.633333333,car,car
long haul,,95,3.166666667,car,car
tasman,,58,1.933333333,car,car
domestic,,228,7.6,car,car
tasman,,75,2.5,car,car
domestic,,184,6.133333333,car,car
domestic,,43,1.433333333,car,car
domestic,,113,3.766666667,car,car
domestic,,7,0.233333333,car,car
tasman,,0,0,car,car
domestic,,95,3.166666667,car,car
pacific,,166,5.533333333,car,car
domestic,,58,1.933333333,car,car
domestic,,18,0.6,car,car
long haul,,249,8.3,car,car
domestic,,78,2.6,car,car
domestic,,56,1.866666667,car,car
tasman,,202,6.733333333,car,car
tasman,,19,0.633333333,car,car
domestic,,30,1,car,car
tasman,,73,2.433333333,car,car
domestic,,45,1.5,car,car
tasman,,52,1.733333333,car,car
long haul,,98,3.266666667,car,car
domestic,,83,2.766666667,car,car
tasman,,43,1.433333333,car,car
tasman,,60,2,car,car
domestic,,66,2.2,car,car
domestic,,39,1.3,car,car
domestic,,3,0.1,car,car
domestic,,142,4.733333333,car,car
tasman,,38,1.266666667,car,car
pacific,,218,7.266666667,car,car
tasman,,22,0.733333333,car,car
tasman,,21,0.7,car,car
long haul,,206,6.866666667,car,car
domestic,,263,8.766666667,car,car
tasman,,36,1.2,car,car
tasman,,51,1.7,car,car
domestic,,77,2.566666667,car,car
tasman,,46,1.533333333,car,car
pacific,,250,8.333333333,car,car
tasman,,284,9.466666667,car,car
tasman,,78,2.6,car,car
domestic,,93,3.1,car,car
tasman,,285,9.5,car,car
domestic,,128,4.266666667,car,car
domestic,,74,2.466666667,car,car
domestic,,52,1.733333333,car,car
tasman,,150,5,car,car
tasman,,35,1.166666667,car,car
tasman,,162,5.4,car,car
long haul,,20,0.666666667,car,car
domestic,,4,0.133333333,car,car
tasman,,44,1.466666667,car,car
domestic,,73,2.433333333,car,car
tasman,,166,5.533333333,car,car
tasman,,111,3.7,car,car
domestic,,42,1.4,car,car
domestic,,82,2.733333333,car,car
domestic,,72,2.4,car,car
tasman,,17,0.566666667,car,car
domestic,,98,3.266666667,car,car
domestic,,107,3.566666667,car,car
tasman,,68,2.266666667,car,car
tasman,,215,7.166666667,car,car
domestic,,13,0.433333333,car,car
long haul,,44,1.466666667,car,car
domestic,,75,2.5,car,car
tasman,,124,4.133333333,car,car
domestic,,111,3.7,car,car
tasman,,7,0.233333333,car,car
tasman,,76,2.533333333,car,car
tasman,,9,0.3,car,car
tasman,,50,1.666666667,car,car
tasman,,27,0.9,car,car
tasman,,39,1.3,car,car
domestic,,213,7.1,car,car
long haul,,59,1.966666667,car,car
domestic,,28,0.933333333,car,car
tasman,,193,6.433333333,car,car
domestic,,12,0.4,car,car
domestic,,124,4.133333333,car,car
long haul,,1,0.033333333,car,car
domestic,,44,1.466666667,car,car
long haul,,31,1.033333333,car,car
tasman,,86,2.866666667,car,car
tasman,,253,8.433333333,car,car
tasman,,129,4.3,car,car
tasman,,13,0.433333333,car,car
domestic,,2,0.066666667,car,car
domestic,,186,6.2,car,car
domestic,,135,4.5,car,car
pacific,,3,0.1,car,car
domestic,,282,9.4,car,car
tasman,,83,2.766666667,car,car
tasman,,132,4.4,car,car
tasman,,56,1.866666667,car,car
domestic,,22,0.733333333,car,car
tasman,,101,3.366666667,car,car
domestic,,127,4.233333333,car,car
long haul,,56,1.866666667,car,car
tasman,,6,0.2,car,car
long haul,,3,0.1,car,car
domestic,,167,5.566666667,car,car
tasman,,81,2.7,car,car
tasman,,109,3.633333333,car,car
domestic,,29,0.966666667,car,car
domestic,,14,0.466666667,car,car
domestic,,120,4,car,car
pacific,,85,2.833333333,car,car
tasman,,2,0.066666667,car,car
domestic,,23,0.766666667,car,car
tasman,,30,1,car,car
tasman,,267,8.9,car,car
pacific,,142,4.733333333,car,car
tasman,,4,0.133333333,car,car
tasman,,33,1.1,car,car
long haul,,2,0.066666667,car,car
domestic,,211,7.033333333,car,car
domestic,,19,0.633333333,car,car
domestic,,55,1.833333333,car,car
domestic,,20,0.666666667,car,car
tasman,,10,0.333333333,car,car
domestic,,63,2.1,car,car
pacific,,245,8.166666667,car,car
long haul,,135,4.5,car,car
domestic,,33,1.1,car,car
tasman,,96,3.2,car,car
pacific,,5,0.166666667,car,car
tasman,,151,5.033333333,car,car
domestic,,170,5.666666667,car,car
domestic,,47,1.566666667,car,car
long haul,,335,11.16666667,car,car
domestic,,6,0.2,car,car
tasman,,37,1.233333333,car,car
tasman,,113,3.766666667,car,car
domestic,,112,3.733333333,car,car
tasman,,93,3.1,car,car
domestic,,239,7.966666667,car,car
long haul,,130,4.333333333,car,car
domestic,,40,1.333333333,car,car
tasman,,14,0.466666667,car,car
domestic,,89,2.966666667,car,car
pacific,,222,7.4,car,car
domestic,,62,2.066666667,car,car
domestic,,116,3.866666667,car,car
domestic,,64,2.133333333,car,car
tasman,,15,0.5,car,car
tasman,,74,2.466666667,car,car
tasman,,191,6.366666667,car,car
pacific,,217,7.233333333,car,car
domestic,,60,2,car,car
domestic,,46,1.533333333,car,car
long haul,,48,1.6,car,car
tasman,,16,0.533333333,car,car
tasman,,49,1.633333333,car,car
domestic,,215,7.166666667,car,car
domestic,,166,5.533333333,car,car
domestic,,121,4.033333333,car,car
tasman,,59,1.966666667,car,car
tasman,,293,9.766666667,car,car
tasman,,106,3.533333333,car,car
tasman,,168,5.6,car,car
domestic,,27,0.9,car,car
tasman,,231,7.7,car,car
domestic,,92,3.066666667,car,car
tasman,,57,1.9,car,car
domestic,,84,2.8,car,car
tasman,,11,0.366666667,car,car
domestic,,151,5.033333333,car,car
domestic,,8,0.266666667,car,car
domestic,,15,0.5,car,car
domestic,,317,10.56666667,car,car
tasman,,183,6.1,car,car
tasman,,155,5.166666667,car,car
tasman,,18,0.6,car,car
long haul,,294,9.8,car,car
domestic,,48,1.6,car,car
tasman,,65,2.166666667,car,car
domestic,,80,2.666666667,car,car
tasman,,28,0.933333333,car,car
tasman,,23,0.766666667,car,car
long haul,,84,2.8,car,car
domestic,,311,10.36666667,car,car
domestic,,25,0.833333333,car,car
tasman,,167,5.566666667,car,car
tasman,,107,3.566666667,car,car
tasman,,131,4.366666667,car,car
domestic,,57,1.9,car,car
tasman,,5,0.166666667,car,car
domestic,,100,3.333333333,car,car
domestic,,71,2.366666667,car,car
domestic,,54,1.8,car,car
domestic,,229,7.633333333,car,car
domestic,,81,2.7,car,car
domestic,,106,3.533333333,car,car
tasman,,25,0.833333333,car,car
tasman,,99,3.3,car,car
domestic,,150,5,car,car
long haul,,60,2,car,car
tasman,,31,1.033333333,car,car
domestic,,226,7.533333333,car,car
tasman,,29,0.966666667,car,car
tasman,,186,6.2,car,car
domestic,,192,6.4,car,car
tasman,,211,7.033333333,car,car
domestic,,96,3.2,car,car
tasman,,185,6.166666667,car,car
domestic,,36,1.2,car,car
tasman,,121,4.033333333,car,car
domestic,,79,2.633333333,car,car
domestic,,97,3.233333333,car,car
domestic,,134,4.466666667,car,car
,,10,0.333333333,taxi,taxi
,,17,0.566666667,taxi,taxi
,,38,1.266666667,taxi,taxi
,,242,8.066666667,taxi,taxi
,,7,0.233333333,taxi,taxi
,,8,0.266666667,taxi,taxi
,,20,0.666666667,taxi,taxi
,,13,0.433333333,taxi,taxi
,,5,0.166666667,taxi,taxi
,,39,1.3,taxi,taxi
,,2,0.066666667,taxi,taxi
,,9,0.3,taxi,taxi
,,4,0.133333333,taxi,taxi
,,1,0.033333333,taxi,taxi
,,6,0.2,taxi,taxi
,,15,0.5,taxi,taxi
,,12,0.4,taxi,taxi
,,18,0.6,taxi,taxi
,,37,1.233333333,taxi,taxi
,,14,0.466666667,taxi,taxi
,,19,0.633333333,taxi,taxi
,,3,0.1,taxi,taxi
,,11,0.366666667,taxi,taxi
,,43,1.433333333,taxi,taxi
,,72,2.4,ohtel,hotel
,,52,1.733333333,nouvata,hotel
,,8,0.266666667,shuttle,shuttle
,,223,7.433333333,shuttle,shuttle
,,31,1.033333333,shuttle,shuttle
,,2,0.066666667,shuttle,shuttle
,,5,0.166666667,shuttle,shuttle
,,93,3.1,shuttle,shuttle
,,30,1,shuttle,shuttle
,,3,0.1,shuttle,shuttle
,,51,1.7,shuttle,shuttle
,,92,3.066666667,shuttle,shuttle
,,21,0.7,shuttle,shuttle
,,1,0.033333333,shuttle,shuttle
,,4,0.133333333,shuttle,shuttle
,,3,0.1,taxivan,taxivan
,,9,0.3,taxivan,taxivan
,,22,0.733333333,taxivan,taxivan
,,19,0.633333333,taxivan,taxivan
,,2,0.066666667,taxivan,taxivan
long haul,,15,0.5,skycouch,skycouch
pacific,,149,4.966666667,skycouch,skycouch
long haul,,143,4.766666667,skycouch,skycouch
long haul,,161,5.366666667,skycouch,skycouch
pacific,,20,0.666666667,skycouch,skycouch
long haul,,102,3.4,skycouch,skycouch
long haul,,202,6.733333333,skycouch,skycouch
tasman,,63,2.1,skycouch,skycouch
long haul,,83,2.766666667,skycouch,skycouch
long haul,,270,9,skycouch,skycouch
pacific,,21,0.7,skycouch,skycouch
long haul,,191,6.366666667,skycouch,skycouch
pacific,,309,10.3,skycouch,skycouch
long haul,,85,2.833333333,skycouch,skycouch
pacific,,233,7.766666667,skycouch,skycouch
long haul,,53,1.766666667,skycouch,skycouch
long haul,,0,0,skycouch,skycouch
long haul,,67,2.233333333,skycouch,skycouch
tasman,,22,0.733333333,skycouch,skycouch
pacific,,263,8.766666667,skycouch,skycouch
long haul,,156,5.2,skycouch,skycouch
long haul,,98,3.266666667,skycouch,skycouch
long haul,,327,10.9,skycouch,skycouch
long haul,,41,1.366666667,skycouch,skycouch
tasman,,117,3.9,skycouch,skycouch
long haul,,29,0.966666667,skycouch,skycouch
tasman,,89,2.966666667,skycouch,skycouch
long haul,,296,9.866666667,skycouch,skycouch
long haul,,52,1.733333333,skycouch,skycouch
long haul,,104,3.466666667,skycouch,skycouch
long haul,,136,4.533333333,skycouch,skycouch
long haul,,321,10.7,skycouch,skycouch
pacific,,248,8.266666667,skycouch,skycouch
long haul,,318,10.6,skycouch,skycouch
tasman,,258,8.6,skycouch,skycouch
long haul,,243,8.1,skycouch,skycouch
long haul,,37,1.233333333,skycouch,skycouch
long haul,,166,5.533333333,skycouch,skycouch
long haul,,94,3.133333333,skycouch,skycouch
pacific,,83,2.766666667,skycouch,skycouch
long haul,,237,7.9,skycouch,skycouch
long haul,,249,8.3,skycouch,skycouch
long haul,,134,4.466666667,skycouch,skycouch
long haul,,244,8.133333333,skycouch,skycouch
long haul,,93,3.1,skycouch,skycouch
tasman,,85,2.833333333,skycouch,skycouch
pacific,,32,1.066666667,skycouch,skycouch
long haul,,336,11.2,skycouch,skycouch
pacific,,108,3.6,skycouch,skycouch
long haul,,303,10.1,skycouch,skycouch
long haul,,43,1.433333333,skycouch,skycouch
pacific,,7,0.233333333,skycouch,skycouch
long haul,,174,5.8,skycouch,skycouch
long haul,,212,7.066666667,skycouch,skycouch
long haul,,87,2.9,skycouch,skycouch
tasman,,276,9.2,skycouch,skycouch
long haul,,300,10,skycouch,skycouch
long haul,,254,8.466666667,skycouch,skycouch
long haul,,70,2.333333333,skycouch,skycouch
long haul,,275,9.166666667,skycouch,skycouch
long haul,,66,2.2,skycouch,skycouch
long haul,,160,5.333333333,skycouch,skycouch
long haul,,201,6.7,skycouch,skycouch
long haul,,103,3.433333333,skycouch,skycouch
pacific,,78,2.6,skycouch,skycouch
long haul,,50,1.666666667,skycouch,skycouch
long haul,,62,2.066666667,skycouch,skycouch
long haul,,38,1.266666667,skycouch,skycouch
pacific,,96,3.2,skycouch,skycouch
long haul,,250,8.333333333,skycouch,skycouch
pacific,,321,10.7,skycouch,skycouch
pacific,,250,8.333333333,skycouch,skycouch
pacific,,113,3.766666667,skycouch,skycouch
long haul,,59,1.966666667,skycouch,skycouch
pacific,,18,0.6,skycouch,skycouch
pacific,,39,1.3,skycouch,skycouch
pacific,,86,2.866666667,skycouch,skycouch
tasman,,223,7.433333333,skycouch,skycouch
long haul,,119,3.966666667,skycouch,skycouch
long haul,,247,8.233333333,skycouch,skycouch
tasman,,16,0.533333333,skycouch,skycouch
pacific,,64,2.133333333,skycouch,skycouch
tasman,,99,3.3,skycouch,skycouch
long haul,,194,6.466666667,skycouch,skycouch
tasman,,96,3.2,skycouch,skycouch
long haul,,170,5.666666667,skycouch,skycouch
long haul,,348,11.6,skycouch,skycouch
long haul,,320,10.66666667,skycouch,skycouch
long haul,,344,11.46666667,skycouch,skycouch
long haul,,151,5.033333333,skycouch,skycouch
long haul,,152,5.066666667,skycouch,skycouch
long haul,,101,3.366666667,skycouch,skycouch
long haul,,96,3.2,skycouch,skycouch
long haul,,345,11.5,skycouch,skycouch
long haul,,340,11.33333333,skycouch,skycouch
long haul,,133,4.433333333,skycouch,skycouch
long haul,,131,4.366666667,skycouch,skycouch
long haul,,289,9.633333333,skycouch,skycouch
long haul,,81,2.7,skycouch,skycouch
long haul,,10,0.333333333,skycouch,skycouch
pacific,,23,0.766666667,skycouch,skycouch
long haul,,165,5.5,skycouch,skycouch
tasman,,36,1.2,skycouch,skycouch
long haul,,5,0.166666667,skycouch,skycouch
pacific,,254,8.466666667,skycouch,skycouch
long haul,,73,2.433333333,skycouch,skycouch
long haul,,76,2.533333333,skycouch,skycouch
tasman,,152,5.066666667,skycouch,skycouch
tasman,,120,4,skycouch,skycouch
tasman,,271,9.033333333,skycouch,skycouch
long haul,,63,2.1,skycouch,skycouch
long haul,,20,0.666666667,skycouch,skycouch
pacific,,14,0.466666667,skycouch,skycouch
long haul,,135,4.5,skycouch,skycouch
long haul,,122,4.066666667,skycouch,skycouch
long haul,,144,4.8,skycouch,skycouch
long haul,,31,1.033333333,skycouch,skycouch
pacific,,257,8.566666667,skycouch,skycouch
long haul,,330,11,skycouch,skycouch
long haul,,205,6.833333333,skycouch,skycouch
pacific,,234,7.8,skycouch,skycouch
long haul,,22,0.733333333,skycouch,skycouch
long haul,,218,7.266666667,skycouch,skycouch
tasman,,291,9.7,skycouch,skycouch
long haul,,262,8.733333333,skycouch,skycouch
long haul,,233,7.766666667,skycouch,skycouch
pacific,,302,10.06666667,skycouch,skycouch
long haul,,198,6.6,skycouch,skycouch
long haul,,11,0.366666667,skycouch,skycouch
tasman,,264,8.8,skycouch,skycouch
long haul,,113,3.766666667,skycouch,skycouch
pacific,,116,3.866666667,skycouch,skycouch
pacific,,99,3.3,skycouch,skycouch
long haul,,60,2,skycouch,skycouch
long haul,,91,3.033333333,skycouch,skycouch
pacific,,310,10.33333333,skycouch,skycouch
long haul,,36,1.2,skycouch,skycouch
pacific,,262,8.733333333,skycouch,skycouch
pacific,,228,7.6,skycouch,skycouch
long haul,,64,2.133333333,skycouch,skycouch
long haul,,176,5.866666667,skycouch,skycouch
long haul,,35,1.166666667,skycouch,skycouch
pacific,,252,8.4,skycouch,skycouch
long haul,,45,1.5,skycouch,skycouch
long haul,,49,1.633333333,skycouch,skycouch
long haul,,216,7.2,skycouch,skycouch
pacific,,264,8.8,skycouch,skycouch
long haul,,301,10.03333333,skycouch,skycouch
pacific,,182,6.066666667,skycouch,skycouch
long haul,,40,1.333333333,skycouch,skycouch
tasman,,194,6.466666667,skycouch,skycouch
long haul,,258,8.6,skycouch,skycouch
long haul,,140,4.666666667,skycouch,skycouch
pacific,,339,11.3,skycouch,skycouch
pacific,,75,2.5,skycouch,skycouch
long haul,,4,0.133333333,skycouch,skycouch
long haul,,34,1.133333333,skycouch,skycouch
long haul,,192,6.4,skycouch,skycouch
long haul,,19,0.633333333,skycouch,skycouch
tasman,,9,0.3,skycouch,skycouch
long haul,,282,9.4,skycouch,skycouch
long haul,,95,3.166666667,skycouch,skycouch
long haul,,188,6.266666667,skycouch,skycouch
long haul,,187,6.233333333,skycouch,skycouch
long haul,,109,3.633333333,skycouch,skycouch
pacific,,85,2.833333333,skycouch,skycouch
long haul,,349,11.63333333,skycouch,skycouch
long haul,,108,3.6,skycouch,skycouch
long haul,,127,4.233333333,skycouch,skycouch
pacific,,124,4.133333333,skycouch,skycouch
tasman,,150,5,skycouch,skycouch
tasman,,10,0.333333333,skycouch,skycouch
pacific,,335,11.16666667,skycouch,skycouch
tasman,,27,0.9,skycouch,skycouch
long haul,,116,3.866666667,skycouch,skycouch
long haul,,8,0.266666667,skycouch,skycouch
long haul,,123,4.1,skycouch,skycouch
pacific,,107,3.566666667,skycouch,skycouch
long haul,,111,3.7,skycouch,skycouch
pacific,,16,0.533333333,skycouch,skycouch
long haul,,223,7.433333333,skycouch,skycouch
tasman,,7,0.233333333,skycouch,skycouch
long haul,,26,0.866666667,skycouch,skycouch
long haul,,106,3.533333333,skycouch,skycouch
pacific,,26,0.866666667,skycouch,skycouch
long haul,,79,2.633333333,skycouch,skycouch
pacific,,232,7.733333333,skycouch,skycouch
long haul,,47,1.566666667,skycouch,skycouch
long haul,,341,11.36666667,skycouch,skycouch
pacific,,71,2.366666667,skycouch,skycouch
pacific,,244,8.133333333,skycouch,skycouch
pacific,,13,0.433333333,skycouch,skycouch
long haul,,86,2.866666667,skycouch,skycouch
long haul,,54,1.8,skycouch,skycouch
long haul,,2,0.066666667,skycouch,skycouch
long haul,,256,8.533333333,skycouch,skycouch
tasman,,61,2.033333333,skycouch,skycouch
long haul,,309,10.3,skycouch,skycouch
long haul,,44,1.466666667,skycouch,skycouch
long haul,,268,8.933333333,skycouch,skycouch
long haul,,71,2.366666667,skycouch,skycouch
long haul,,120,4,skycouch,skycouch
long haul,,287,9.566666667,skycouch,skycouch
pacific,,213,7.1,skycouch,skycouch
long haul,,236,7.866666667,skycouch,skycouch
long haul,,48,1.6,skycouch,skycouch
long haul,,178,5.933333333,skycouch,skycouch
tasman,,159,5.3,skycouch,skycouch
long haul,,185,6.166666667,skycouch,skycouch
pacific,,94,3.133333333,skycouch,skycouch
long haul,,90,3,skycouch,skycouch
long haul,,69,2.3,skycouch,skycouch
long haul,,77,2.566666667,skycouch,skycouch
long haul,,225,7.5,skycouch,skycouch
long haul,,314,10.46666667,skycouch,skycouch
long haul,,219,7.3,skycouch,skycouch
long haul,,190,6.333333333,skycouch,skycouch
long haul,,248,8.266666667,skycouch,skycouch
pacific,,166,5.533333333,skycouch,skycouch
pacific,,44,1.466666667,skycouch,skycouch
pacific,,46,1.533333333,skycouch,skycouch
long haul,,100,3.333333333,skycouch,skycouch
long haul,,55,1.833333333,skycouch,skycouch
long haul,,231,7.7,skycouch,skycouch
long haul,,42,1.4,skycouch,skycouch
long haul,,32,1.066666667,skycouch,skycouch
long haul,,126,4.2,skycouch,skycouch
pacific,,70,2.333333333,skycouch,skycouch
pacific,,6,0.2,skycouch,skycouch
pacific,,52,1.733333333,skycouch,skycouch
pacific,,279,9.3,skycouch,skycouch
long haul,,215,7.166666667,skycouch,skycouch
long haul,,334,11.13333333,skycouch,skycouch
pacific,,129,4.3,skycouch,skycouch
pacific,,169,5.633333333,skycouch,skycouch
long haul,,290,9.666666667,skycouch,skycouch
long haul,,7,0.233333333,skycouch,skycouch
long haul,,180,6,skycouch,skycouch
long haul,,197,6.566666667,skycouch,skycouch
long haul,,139,4.633333333,skycouch,skycouch
long haul,,56,1.866666667,skycouch,skycouch
long haul,,33,1.1,skycouch,skycouch
long haul,,317,10.56666667,skycouch,skycouch
long haul,,284,9.466666667,skycouch,skycouch
long haul,,3,0.1,skycouch,skycouch
pacific,,245,8.166666667,skycouch,skycouch
long haul,,241,8.033333333,skycouch,skycouch
long haul,,329,10.96666667,skycouch,skycouch
pacific,,159,5.3,skycouch,skycouch
long haul,,313,10.43333333,skycouch,skycouch
pacific,,54,1.8,skycouch,skycouch
long haul,,23,0.766666667,skycouch,skycouch
long haul,,145,4.833333333,skycouch,skycouch
pacific,,222,7.4,skycouch,skycouch
long haul,,347,11.56666667,skycouch,skycouch
long haul,,280,9.333333333,skycouch,skycouch
long haul,,214,7.133333333,skycouch,skycouch
long haul,,173,5.766666667,skycouch,skycouch
long haul,,269,8.966666667,skycouch,skycouch
long haul,,238,7.933333333,skycouch,skycouch
long haul,,118,3.933333333,skycouch,skycouch
pacific,,225,7.5,skycouch,skycouch
long haul,,46,1.533333333,skycouch,skycouch
long haul,,61,2.033333333,skycouch,skycouch
tasman,,19,0.633333333,skycouch,skycouch
long haul,,261,8.7,skycouch,skycouch
long haul,,263,8.766666667,skycouch,skycouch
long haul,,16,0.533333333,skycouch,skycouch
long haul,,316,10.53333333,skycouch,skycouch
pacific,,112,3.733333333,skycouch,skycouch
tasman,,325,10.83333333,skycouch,skycouch
pacific,,187,6.233333333,skycouch,skycouch
long haul,,13,0.433333333,skycouch,skycouch
pacific,,100,3.333333333,skycouch,skycouch
long haul,,154,5.133333333,skycouch,skycouch
long haul,,169,5.633333333,skycouch,skycouch
long haul,,141,4.7,skycouch,skycouch
long haul,,239,7.966666667,skycouch,skycouch
long haul,,298,9.933333333,skycouch,skycouch
tasman,,314,10.46666667,skycouch,skycouch
pacific,,253,8.433333333,skycouch,skycouch
long haul,,234,7.8,skycouch,skycouch
tasman,,130,4.333333333,skycouch,skycouch
long haul,,221,7.366666667,skycouch,skycouch
long haul,,92,3.066666667,skycouch,skycouch
pacific,,120,4,skycouch,skycouch
pacific,,237,7.9,skycouch,skycouch
long haul,,220,7.333333333,skycouch,skycouch
long haul,,183,6.1,skycouch,skycouch
tasman,,229,7.633333333,skycouch,skycouch
long haul,,302,10.06666667,skycouch,skycouch
pacific,,331,11.03333333,skycouch,skycouch
long haul,,17,0.566666667,skycouch,skycouch
long haul,,80,2.666666667,skycouch,skycouch
long haul,,89,2.966666667,skycouch,skycouch
long haul,,132,4.4,skycouch,skycouch
pacific,,323,10.76666667,skycouch,skycouch
long haul,,39,1.3,skycouch,skycouch
tasman,,35,1.166666667,skycouch,skycouch
pacific,,66,2.2,skycouch,skycouch
long haul,,266,8.866666667,skycouch,skycouch
long haul,,124,4.133333333,skycouch,skycouch
long haul,,149,4.966666667,skycouch,skycouch
long haul,,1,0.033333333,skycouch,skycouch
pacific,,22,0.733333333,skycouch,skycouch
pacific,,3,0.1,skycouch,skycouch
long haul,,110,3.666666667,skycouch,skycouch
long haul,,172,5.733333333,skycouch,skycouch
long haul,,107,3.566666667,skycouch,skycouch
long haul,,147,4.9,skycouch,skycouch
long haul,,279,9.3,skycouch,skycouch
long haul,,310,10.33333333,skycouch,skycouch
long haul,,211,7.033333333,skycouch,skycouch
tasman,,113,3.766666667,skycouch,skycouch
long haul,,112,3.733333333,skycouch,skycouch
long haul,,346,11.53333333,skycouch,skycouch
tasman,,110,3.666666667,skycouch,skycouch
long haul,,117,3.9,skycouch,skycouch
long haul,,84,2.8,skycouch,skycouch
long haul,,114,3.8,skycouch,skycouch
long haul,,195,6.5,skycouch,skycouch
long haul,,72,2.4,skycouch,skycouch
pacific,,226,7.533333333,skycouch,skycouch
tasman,,26,0.866666667,skycouch,skycouch
pacific,,255,8.5,skycouch,skycouch
long haul,,306,10.2,skycouch,skycouch
pacific,,134,4.466666667,skycouch,skycouch
pacific,,270,9,skycouch,skycouch
long haul,,163,5.433333333,skycouch,skycouch
long haul,,138,4.6,skycouch,skycouch
long haul,,162,5.4,skycouch,skycouch
long haul,,105,3.5,skycouch,skycouch
long haul,,295,9.833333333,skycouch,skycouch
pacific,,121,4.033333333,skycouch,skycouch
long haul,,181,6.033333333,skycouch,skycouch
long haul,,82,2.733333333,skycouch,skycouch
long haul,,184,6.133333333,skycouch,skycouch
tasman,,18,0.6,skycouch,skycouch
long haul,,129,4.3,skycouch,skycouch
pacific,,219,7.3,skycouch,skycouch
tasman,,1,0.033333333,skycouch,skycouch
long haul,,25,0.833333333,skycouch,skycouch
long haul,,292,9.733333333,skycouch,skycouch
tasman,,181,6.033333333,skycouch,skycouch
long haul,,128,4.266666667,skycouch,skycouch
tasman,,187,6.233333333,skycouch,skycouch
long haul,,99,3.3,skycouch,skycouch
long haul,,164,5.466666667,skycouch,skycouch
long haul,,278,9.266666667,skycouch,skycouch
pacific,,40,1.333333333,skycouch,skycouch
long haul,,153,5.1,skycouch,skycouch
pacific,,230,7.666666667,skycouch,skycouch
long haul,,273,9.1,skycouch,skycouch
long haul,,130,4.333333333,skycouch,skycouch
long haul,,121,4.033333333,skycouch,skycouch
pacific,,165,5.5,skycouch,skycouch
long haul,,328,10.93333333,skycouch,skycouch
tasman,,47,1.566666667,skycouch,skycouch
long haul,,21,0.7,skycouch,skycouch
long haul,,58,1.933333333,skycouch,skycouch
pacific,,1,0.033333333,skycouch,skycouch
pacific,,144,4.8,skycouch,skycouch
long haul,,68,2.266666667,skycouch,skycouch
long haul,,12,0.4,skycouch,skycouch
tasman,,259,8.633333333,skycouch,skycouch
tasman,,53,1.766666667,skycouch,skycouch
long haul,,226,7.533333333,skycouch,skycouch
pacific,,17,0.566666667,skycouch,skycouch
long haul,,158,5.266666667,skycouch,skycouch
long haul,,155,5.166666667,skycouch,skycouch
long haul,,210,7,skycouch,skycouch
tasman,,251,8.366666667,skycouch,skycouch
